"","Date","Flow","Value"
"1",2001-01-01,256.05385953709,NA
"2",2001-01-02,254.061222497891,NA
"3",2001-01-03,251.072266939092,NA
"4",2001-01-04,249.079629899893,NA
"5",2001-01-05,247.086992860694,NA
"6",2001-01-06,245.094355821495,NA
"7",2001-01-07,243.101718782296,NA
"8",2001-01-08,239.116444703897,NA
"9",2001-01-09,237.123807664698,NA
"10",2001-01-10,254.061222497891,NA
"11",2001-01-11,252.068585458692,NA
"12",2001-01-12,240.112763223497,NA
"13",2001-01-13,235.131170625499,NA
"14",2001-01-14,230.149578027501,NA
"15",2001-01-15,225.167985429503,NA
"16",2001-01-16,223.175348390304,NA
"17",2001-01-17,222.179029870705,NA
"18",2001-01-18,219.189160830202,NA
"19",2001-01-19,216.200217727972,NA
"20",2001-01-20,213.211274625742,NA
"21",2001-01-21,209.226017156102,NA
"22",2001-01-22,208.229702788692,NA
"23",2001-01-23,197.270244747182,NA
"24",2001-01-24,197.270244747182,NA
"25",2001-01-25,198.266559114592,NA
"26",2001-01-26,197.270244747182,NA
"27",2001-01-27,197.270244747182,NA
"28",2001-01-28,194.281301644952,NA
"29",2001-01-29,211.218645890922,NA
"30",2001-01-30,200.259187849412,NA
"31",2001-01-31,193.284987277542,NA
"32",2001-02-01,188.303415440492,NA
"33",2001-02-02,187.307101073082,NA
"34",2001-02-03,182.325529236032,NA
"35",2001-02-04,180.332900501212,NA
"36",2001-02-05,176.346908097082,NA
"37",2001-02-06,178.339528527558,NA
"38",2001-02-07,178.339528527558,NA
"39",2001-02-08,166.383805944705,NA
"40",2001-02-09,161.402254868516,NA
"41",2001-02-10,164.391185514229,NA
"42",2001-02-11,166.383805944705,NA
"43",2001-02-12,168.37642637518,NA
"44",2001-02-13,171.365357020893,NA
"45",2001-02-14,169.372736590418,NA
"46",2001-02-15,169.372736590418,NA
"47",2001-02-16,237.123807664698,NA
"48",2001-02-17,204.244445319052,NA
"49",2001-02-18,192.288672910132,NA
"50",2001-02-19,186.310786705672,NA
"51",2001-02-20,181.329214868622,NA
"52",2001-02-21,179.336586133802,NA
"53",2001-02-22,182.325529236032,NA
"54",2001-02-23,204.244445319052,NA
"55",2001-02-24,198.266559114592,NA
"56",2001-02-25,186.310786705672,NA
"57",2001-02-26,187.307101073082,NA
"58",2001-02-27,192.288672910132,NA
"59",2001-02-28,209.226017156102,NA
"60",2001-03-01,201.255502216822,NA
"61",2001-03-02,199.262873482002,NA
"62",2001-03-03,206.237074053872,NA
"63",2001-03-04,208.229702788692,NA
"64",2001-03-05,199.262873482002,NA
"65",2001-03-06,198.266559114592,NA
"66",2001-03-07,199.262873482002,NA
"67",2001-03-08,209.226017156102,NA
"68",2001-03-09,207.233388421282,NA
"69",2001-03-10,204.244445319052,NA
"70",2001-03-11,204.244445319052,NA
"71",2001-03-12,208.229702788692,NA
